,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,webstc.view/redeem.rewards webevent.view.transactions.and.details.success ,0.086,webstc.browse.us.cards webevent.login , 0.072,webevent.use.search.bar.success webstc.search , 0.072,webstc.view.rewards.summary webstc.manage.rewards , 0.056,tsys.chargeback tsys.financial.adjustment , 0.054,tsys.financial.adjustment tsys.chargeback , 0.042,web.entry webstc.browse.us.cards , 0.038,webevent.view.account.summary.success tsys.update.email.address , 0.037,webstc.view.rewards.summary webevent.view.make.a.payment , 0.031,webstc.view.rewards.summary webevent.view.payment.activity , 0.025,webstc.search webevent.use.search.bar , 0.022,tsys.update.email.address webstc.link.accounts , 0.022,tsys.card.request tsys.card.request , 0.018,webevent.view.account.summary.success webevent.use.search.bar.success , 0.017,webstc.search webevent.use.search.bar.success , 0.017,webevent.system.retrieve.default.email.address webevent.modify.alerts.success , 0.016,webevent.system.retrieve.default.email.address tsys.update.email.address , 0.015,web.exit journey.exit , 0.014,webstc.search web.exit , 0.013,webstc.search webstc.view.rewards.summary , 0.013,webevent.modify.alerts.success tsys.update.email.address , 0.012,webstc.search webstc.view.credit.line.increase.page , 0.012,webevent.use.search.bar webstc.search , 0.011,webevent.view.account.summary.success webstc.browse.us.cards , 0.010,webstc.temporary.password webevent.login , 0.010,webevent.view.transactions.and.details.success webevent.use.search.bar.success , 0.009,webevent.login webstc.view/redeem.rewards , 0.009,webevent.view.transactions.and.details.success webstc.search , 0.009,webevent.system.retrieve.default.email.address webevent.view.make.a.payment , 0.008,tsys.update.email.address webevent.system.retrieve.default.email.address , 0.008,webevent.modify.alerts.success webevent.system.retrieve.default.email.address , 0.008,journey.entry tsys.chargeback , 0.007,webstc.search webevent.view.transactions.and.details.success , 0.006,tsys.fraud.-.watch chordiant , 0.006,webstc.error webevent.view.account.summary.success , 0.006,declined tsys.fraud.-.watch , 0.006,webstc.search webevent.login , 0.006,webstc.search webstc.activation , 0.005,webstc.search webstc.chat-reactive , 0.005,webstc.link.accounts webevent.view.transactions.and.details.success , 0.004,chordiant tsys.fraud.-.watch , 0.004,tsys.fraud.-.watch journey.exit , 0.004,tsys.statement.suppression webevent.modify.statement.and.document.delivery.preferences.success , 0.004,webevent.use.search.bar webevent.use.search.bar.success , 0.004,web.exit tsys.card.request , 0.003,webstc.search webevent.view.statements.page , 0.003,tsys.card.request journey.exit , 0.003,webstc.chat-reactive webstc.search , 0.003,web.exit tsys.verification.-.card.receipt , 0.003,webevent.make.a.payment.success webstc.view.credit.line.increase.page, 0.003
11,web.exit web.entry ,0.241,web.entry web.exit , 0.108,web.exit agent.entry , 0.063,agent.view.statements agent.view.history , 0.056,journey.entry web.entry , 0.046,webstc.view.rewards.summary webstc.rewards.learn.pages , 0.032,agent.exit web.entry , 0.031,webevent.view.transactions.and.details.success webstc.manage.rewards , 0.028,web.exit journey.exit , 0.024,webevent.open.statement.success webstc.view/print/download.year.end.statement. , 0.021,webevent.view.transactions.and.details.success webstc.balance.transfer , 0.020,webstc.manage.rewards webevent.login , 0.020,webevent.view.payment.activity webstc.view/print/download.monthly.statement , 0.020,web.entry webstc.view/print/download.monthly.statement , 0.018,webevent.view.transactions.and.details.success webstc.chat-reactive , 0.018,tsys.card.request web.entry , 0.018,webstc.view/print/download.year.end.statement. web.exit , 0.017,webstc.view/print/download.monthly.statement web.exit , 0.017,webstc.chat-ignore web.exit , 0.015,webevent.statement.suppression.enroll.success tsys.statement.suppression , 0.014,web.entry webevent.view.transactions.and.details.success , 0.013,webstc.view/print/download.statement.and.documents webevent.login , 0.010,webstc.view/print/download.year.end.statement. webstc.view/print/download.monthly.statement , 0.010,webstc.view/print/download.monthly.statement webstc.view/print/download.year.end.statement. , 0.009,webevent.view.transactions.and.details.success webstc.view/print/download.year.end.statement. , 0.008,webevent.view.account.summary.success webevent.online.enrollment , 0.008,marketing tsys.financial.adjustment , 0.008,tsys.update.email.address web.entry , 0.006,webstc.balance.transfer webevent.view.transactions.and.details.success , 0.006,webstc.manage.rewards web.exit , 0.005,webstc.view/print/download.year.end.statement. webevent.login , 0.005,webevent.view.account.summary.success webstc.chat-ignore , 0.005,webevent.view.transactions.and.details.success webevent.open.secured.message.success , 0.005,webstc.view/print/download.statement.and.documents webstc.view/print/download.year.end.statement. , 0.004,webstc.manage.rewards webevent.view.payment.activity , 0.004,tsys.update.email.address web.exit , 0.004,webstc.balance.transfer web.exit , 0.003,web.entry webstc.chat-reject , 0.003,webevent.view.statements.page webevent.view.transactions.and.details.success , 0.003,webevent.online.enrollment tsys.verification.-.cvvs , 0.003,webevent.online.enrollment web.exit , 0.003,tsys.verification.-.card.receipt web.exit , 0.002,webstc.chat-ignore webevent.view.transactions.and.details.success , 0.002,webstc.view/print/download.monthly.statement webstc.view.lost.stolen.page , 0.002,tsys.verification.-.cvvs webevent.statement.suppression.enroll.success , 0.002,webstc.chat-ignore webstc.balance.transfer , 0.002,webstc.view/print/download.year.end.statement. webstc.view/print/download.statement.and.documents , 0.001,webstc.view.rewards.summary webstc.chat-ignore , 0.001,webstc.balance.transfer webstc.chat-proactive , 0.001,webevent.view.account.summary.success tsys.verification.-.card.receipt, 0.001
12,webstc.error webevent.login ,0.103,webevent.modify.alerts.success webevent.view.alerts.page , 0.076,webevent.view.alerts.page webstc.view/edit/add.alert.contact.points , 0.070,webevent.view.alerts.page webevent.modify.alerts.success , 0.067,webevent.view.account.summary.success webevent.view.alerts.page , 0.052,tsys.cash.limit.change webevent.view.account.summary.success , 0.047,webevent.view.account.summary.success webstc.error , 0.043,webstc.error web.exit , 0.043,webstc.view/edit/add.alert.contact.points webevent.view.alerts.page , 0.028,web.exit journey.exit , 0.020,webstc.view/edit/add.alert.contact.points webevent.modify.alerts.success , 0.019,agent.view.collections.information agent.collections.-.promise.to.pay , 0.018,webstc.request.clip.-approved.-accepted web.exit , 0.017,webstc.request.clip.-approved.-accepted tsys.cash.limit.change , 0.017,webevent.view.make.a.payment webevent.make.a.payment.failure , 0.017,webevent.view.payment.activity webevent.system.retrieve.default.email.address , 0.016,webevent.system.retrieve.default.email.address webevent.view.alerts.page , 0.015,webevent.view.alerts.page webevent.view.transactions.and.details.success , 0.014,webstc.faq web.exit , 0.012,webstc.faq webevent.login , 0.012,webstc.faq webstc.chat-ignore , 0.011,webevent.login webstc.error , 0.011,webevent.view.alerts.page webevent.view.make.a.payment , 0.010,webevent.request.alerts.test.success webevent.view.alerts.page , 0.010,webevent.view.alerts.page webevent.system.retrieve.default.email.address , 0.009,webstc.view/edit/add.alert.contact.points webevent.request.alerts.test.success , 0.009,tsys.update.email.address webevent.view.alerts.page , 0.008,webstc.faq webstc.chat-reject , 0.007,webstc.request.clip.-declined webstc.faq , 0.007,webevent.view.alerts.page webevent.login , 0.007,webevent.view.account.summary.success webevent.system.retrieve.default.email.address , 0.006,webevent.view.alerts.page webevent.view.payment.activity , 0.006,webstc.chat-ignore webstc.faq , 0.005,webevent.view.payment.activity webevent.view.alerts.page , 0.005,webevent.view.transactions.and.details.success webstc.faq , 0.005,webstc.balance.transfer webstc.faq , 0.005,agent.view.statements agent.view.collections.information , 0.004,alerts.delivered web.entry , 0.004,webevent.view.alerts.page webevent.view.statements.page , 0.004,webstc.view.rewards.summary agent.exit , 0.004,webstc.faq webstc.browse.us.cards , 0.004,webevent.view.alerts.page webstc.view.text.messaging.page , 0.003,agent.collections.-.promise.to.pay agent.view.collections.information , 0.003,webstc.faq webstc.online.application , 0.003,webevent.make.a.payment.success webstc.error , 0.003,web.entry webstc.faq , 0.003,webevent.view.make.a.payment webevent.view.alerts.page , 0.003,webevent.modify.alerts.success webstc.view/edit/add.alert.contact.points , 0.002,webevent.make.a.payment.failure webevent.view.payment.activity , 0.002,agent.entry agent.view.collections.information, 0.002
13,webevent.system.retrieve.default.email.address webevent.view.statements.page ,0.147,webevent.view.statements.page webstc.view/print/download.monthly.statement , 0.083,webevent.login webevent.view.account.summary.success , 0.075,webevent.view.transactions.and.details.success webevent.system.retrieve.default.email.address , 0.065,web.entry webevent.login , 0.060,webevent.view.account.summary.success webevent.system.retrieve.default.email.address , 0.057,journey.entry web.entry , 0.055,web.exit journey.exit , 0.050,webevent.view.account.summary.success ivr.entry , 0.040,tsys.fraud.-.transactions tsys.fraud.-.transactions , 0.036,webevent.system.retrieve.default.email.address web.exit , 0.020,webevent.make.a.payment.failure webevent.view.make.a.payment , 0.018,webstc.manage.rewards webevent.view.transactions.and.details.success , 0.017,webevent.system.retrieve.default.email.address webevent.view.transactions.and.details.success , 0.016,webevent.view.statements.page webevent.open.statement.success , 0.015,webstc.view/print/download.monthly.statement webevent.view.transactions.and.details.success , 0.010,ivr.exit web.exit , 0.009,tsys.verification.-.cvvs tsys.balance.transfer , 0.008,webevent.open.statement.success web.exit , 0.008,webevent.view.account.summary.success webstc.view.lost.stolen.page , 0.008,webevent.view.make.a.payment webevent.system.retrieve.default.email.address , 0.007,tsys.balance.transfer webstc.balance.transfer.-approved , 0.007,webstc.balance.transfer tsys.verification.-.cvvs , 0.007,webevent.view.payment.activity webevent.make.a.payment.failure , 0.007,webevent.make.a.payment.success webevent.system.retrieve.default.email.address , 0.006,webstc.balance.transfer webstc.balance.transfer.-approved , 0.006,webstc.balance.transfer.-approved webstc.balance.transfer , 0.006,webstc.view.rewards.summary webevent.system.retrieve.default.email.address , 0.006,tsys.balance.transfer marketing , 0.005,webevent.view.make.a.payment ivr.entry , 0.005,webstc.balance.transfer.-approved web.exit , 0.005,marketing webstc.balance.transfer.-approved , 0.005,webstc.balance.transfer tsys.balance.transfer , 0.005,marketing tsys.balance.transfer , 0.005,tsys.balance.transfer tsys.verification.-.cvvs , 0.004,ivr.entry webevent.view.transactions.and.details.success , 0.004,webstc.balance.transfer marketing , 0.004,webstc.error webstc.balance.transfer , 0.004,webevent.view.replacement.card.page webevent.request.replacement.card.success , 0.003,webevent.make.a.payment.success webevent.make.a.payment.failure , 0.003,tsys.card.request web.exit , 0.003,webstc.balance.transfer.-approved webevent.login , 0.003,tsys.number.of.cards web.exit , 0.002,ivr.entry web.exit , 0.002,webevent.view.transactions.and.details.success ivr.proactive.balance , 0.002,webevent.request.replacement.card.success tsys.card.request , 0.002,webevent.request.replacement.card.success tsys.photo.card.indicator , 0.002,webevent.request.replacement.card.success tsys.number.of.cards , 0.002,tsys.financial.adjustment tsys.fraud.-.transactions , 0.002,webstc.view.text.messaging.page web.exit, 0.002
14,mobile.entry mobileevent.login.with.password.success ,0.176,web.exit mobile.entry , 0.157,mobileevent.login.with.password.success mobileevent.view.account.summary.success , 0.126,mobileevent.view.account.summary.success mobile.exit , 0.118,mobile.exit journey.exit , 0.100,mobile.exit mobile.entry , 0.082,mobileevent.login.with.password.success mobileevent.answer.security.question , 0.045,mobile.entry mobile.exit , 0.031,mobileevent.answer.security.question mobileevent.answer.security.question.success , 0.018,mblstc.error mobile.exit , 0.017,agent.entry agent.view.authorization , 0.015,webevent.view.account.summary.success mobile.entry , 0.015,mobileevent.view.account.summary.success mobileevent.decline.sureswipe.enrollment.intercept , 0.012,mobileevent.decline.sureswipe.enrollment.intercept mobile.exit , 0.010,mobile.entry mblstc.error , 0.009,mobileevent.answer.security.question mobileevent.answer.security.question.failure , 0.009,chordiant agent.entry , 0.007,mobileevent.view.transactions.and.details mobileevent.view.rewards , 0.007,mobileevent.answer.security.question.failure mobileevent.answer.security.question , 0.005,mobileevent.view.account.summary.success mblstc.error , 0.003,mobileevent.view.rewards mobile.entry , 0.003,mobileevent.view.rewards mobileevent.login.with.password.success , 0.002,mobileevent.login.with.password.failure mobileevent.login.with.password.success , 0.002,mobileevent.answer.security.question mobileevent.login.with.password.success , 0.001,agent.view.history tsys.fraud.-.watch , 0.001,mblstc.error mobile.entry , 0.001,mobileevent.view.rewards mblstc.error , 0.001,mobile.exit webevent.view.payment.activity , 0.001,tsys.fraud.-.watch agent.view.history , 0.001,chordiant mobile.entry , 0.001,mobile.exit mblstc.error , 0.001,agent.exit tsys.fraud.-.watch , 0.001,mobileevent.decline.sureswipe.enrollment.intercept mobile.entry , 0.001,mblstc.contact.us agent.entry , 0.001,ivr.exit mobileevent.login.with.password.success , 0.001,mblstc.error mobileevent.view.rewards , 0.001,webstc.search mobile.entry , 0.001,mobile.entry ivr.entry , 0.000,mobileevent.decline.sureswipe.enrollment.intercept mblstc.error , 0.000,webevent.view.account.summary.success mobileevent.login.with.password.success , 0.000,reward chordiant , 0.000,tsys.credit.revoked tsys.fraud.-.watch , 0.000,mobileevent.login.with.password.success mobileevent.answer.security.question.success , 0.000,tsys.correspondence mobile.entry , 0.000,mblstc.error mobileevent.view.transactions.and.details , 0.000,agent.exit mobileevent.login.with.password.success , 0.000,webstc.chat-ignore marketing , 0.000,webevent.view.due.date.page web.entry , 0.000,reward declined , 0.000,reward reward, 0.000
15,mobile.entry mobileevent.login.with.sureswipe.success ,0.209,mobileevent.login.with.sureswipe.success mobileevent.view.account.summary.success , 0.200,mobile.exit mobile.entry , 0.096,mobileevent.view.account.summary.success mobile.exit , 0.072,mobileevent.view.account.summary.success mobileevent.view.transactions.and.details , 0.057,mobileevent.view.transactions.and.details mobileevent.view.make.a.payment , 0.053,mobileevent.view.make.a.payment mobile.exit , 0.045,mobile.exit journey.exit , 0.044,mobileevent.view.rewards mobile.exit , 0.026,mobileevent.view.transactions.and.details mobile.exit , 0.023,mobileevent.view.account.summary.success mobileevent.view.make.a.payment , 0.020,tsys.balance.transfer tsys.balance.transfer , 0.019,tsys.verification.-.cvvs tsys.verification.-.cvvs , 0.018,mobileevent.view.make.a.payment mobileevent.view.transactions.and.details , 0.018,mobileevent.view.account.summary.success mobileevent.view.rewards , 0.014,mobileevent.view.make.a.payment mobileevent.view.rewards , 0.013,webevent.view.account.summary.success webstc.faq , 0.008,tsys.fraud.-.watch agent.exit , 0.008,mobileevent.view.rewards mobileevent.view.make.a.payment , 0.007,mobileevent.view.rewards mobileevent.view.transactions.and.details , 0.005,webstc.error agent.entry , 0.004,mobileevent.view.payment.activity mobileevent.view.transactions.and.details , 0.004,mobileevent.view.account.summary.success mobileevent.login.with.password.success , 0.003,agent.entry tsys.fraud.-.watch , 0.002,ivr.entry agent.exit , 0.002,mobileevent.view.activate.card mobile.exit , 0.002,tsys.verification.-.card.receipt journey.exit , 0.002,ivr.proactive.balance ivr.recent.payments , 0.001,mblstc.error mobileevent.login.with.password.success , 0.001,tsys.verification.-.cvvs journey.exit , 0.001,tsys.balance.transfer.-.deleted journey.exit , 0.001,mobileevent.view.account.summary.success mobileevent.view.activate.card , 0.001,agent.exit ivr.proactive.balance , 0.001,mobileevent.view.account.summary.success mobileevent.login.with.sureswipe.success , 0.001,ivr.recent.payments ivr.disp.completed.call , 0.001,webstc.view/print/download.statement.and.documents webstc.chat-reactive , 0.001,mobileevent.view.make.a.payment mobileevent.view.activate.card , 0.001,webstc.manage.rewards mobile.entry , 0.001,mobile.entry web.exit , 0.001,ivr.entry ivr.balance.details , 0.001,mobileevent.view.activate.card mobileevent.view.rewards , 0.000,chordiant mobile.entry , 0.000,mobileevent.view.make.a.payment mobileevent.login.with.sureswipe.success , 0.000,reward declined , 0.000,reward reward , 0.000,mobileevent.login.with.password.success mblstc.error , 0.000,mobile.exit chordiant , 0.000,mobileevent.view.activate.card mobileevent.view.make.a.payment , 0.000,agent.entry mobile.entry , 0.000,mobileevent.view.transactions.and.details mobileevent.login.with.sureswipe.success, 0.000
16,webevent.view.statements.page webevent.system.retrieve.default.email.address ,0.125,webevent.system.retrieve.default.email.address webstc.view/print/download.monthly.statement , 0.121,webevent.login webevent.view.account.summary.success , 0.101,web.entry webevent.login , 0.069,web.exit journey.exit , 0.057,webstc.view/print/download.monthly.statement webevent.open.statement.success , 0.055,webevent.view.transactions.and.details.success webevent.view.statements.page , 0.051,journey.entry web.entry , 0.045,webevent.view.account.summary.success webevent.view.transactions.and.details.success , 0.040,webstc.view/print/download.monthly.statement webevent.view.transactions.and.details.success , 0.032,webstc.view/print/download.monthly.statement web.exit , 0.025,webevent.view.account.summary.success webevent.view.statements.page , 0.024,webevent.view.transactions.and.details.success webstc.view/print/download.monthly.statement , 0.022,webevent.open.statement.success webstc.view/print/download.monthly.statement , 0.020,webstc.view/print/download.monthly.statement webevent.system.retrieve.default.email.address , 0.019,webevent.open.statement.success web.exit , 0.015,webstc.view/print/download.monthly.statement webevent.login , 0.013,webevent.view.account.summary.success webstc.chat-reactive , 0.012,webstc.view/print/download.year.end.statement. webevent.open.statement.success , 0.010,webevent.view.statements.page webstc.view/print/download.year.end.statement. , 0.009,webevent.view.transactions.and.details.success web.exit , 0.009,webevent.open.statement.success webevent.view.transactions.and.details.success , 0.008,webevent.open.statement.success webevent.view.statements.page , 0.007,web.exit webevent.login , 0.007,webevent.open.statement.success webevent.system.retrieve.default.email.address , 0.007,webstc.view/print/download.monthly.statement webstc.view.rewards.summary , 0.005,webstc.view/print/download.year.end.statement. webevent.view.statements.page , 0.005,webevent.view.account.summary.success webstc.rewards.learn.pages , 0.005,webstc.chat-reactive web.exit , 0.004,webstc.view.rewards.summary webevent.view.statements.page , 0.003,web.exit alerts.delivered , 0.003,webevent.login.failure webevent.view.account.summary.success , 0.003,webstc.chat-reactive webevent.view.transactions.and.details.success , 0.003,webevent.login webevent.login.failure , 0.003,alerts.delivered journey.exit , 0.002,webstc.view/redeem.rewards webevent.view.statements.page , 0.002,webstc.chat-reactive webevent.login , 0.002,webstc.rewards.learn.pages webevent.login , 0.002,webstc.view/print/download.monthly.statement webstc.view/print/download.year.end.statement. , 0.002,webevent.open.statement.success webevent.view.payment.activity , 0.002,webstc.request.clip.-declined webevent.view.transactions.and.details.success , 0.002,webevent.system.retrieve.default.email.address webevent.view.account.summary.success , 0.002,agent.1 agent.view.history , 0.002,webevent.view.payment.activity webstc.chat-reactive , 0.001,webevent.open.statement.success ivr.entry , 0.001,webevent.open.statement.success agent.entry , 0.001,webstc.rewards.learn.pages webevent.view.transactions.and.details.success , 0.001,webevent.view.make.a.payment webstc.chat-reactive , 0.001,webstc.online.application webevent.login , 0.001,webstc.error webevent.view.transactions.and.details.success, 0.001
17,tsys.update.mailing.address tsys.returned.mail ,0.101,tsys.returned.mail tsys.update.mailing.address , 0.096,tsys.update.mailing.address tsys.update.mailing.address , 0.079,journey.entry tsys.card.request , 0.063,webevent.login webevent.view.account.summary.success , 0.059,mobile.exit webevent.login , 0.050,web.entry webevent.login , 0.040,journey.entry web.entry , 0.032,tsys.update.mailing.address webevent.update.mailing.address.success , 0.031,tsys.update.mailing.address journey.exit , 0.028,tsys.card.request tsys.update.email.address , 0.026,webevent.update.mailing.address.success tsys.update.mailing.address , 0.025,web.exit journey.exit , 0.025,webevent.update.mailing.address.success tsys.returned.mail , 0.022,webevent.view.account.summary.success webevent.system.retrieve.default.email.address , 0.020,webevent.system.retrieve.default.email.address tsys.update.mailing.address , 0.020,tsys.update.email.address mobile.entry , 0.019,tsys.returned.mail tsys.returned.mail , 0.014,ivr.redeem.rewards agent.entry , 0.012,tsys.change.payment.due.date tsys.update.mailing.address , 0.012,tsys.returned.mail web.exit , 0.011,tsys.returned.mail webevent.update.mailing.address.success , 0.011,tsys.update.mailing.address tsys.change.payment.due.date , 0.010,tsys.update.mailing.address web.exit , 0.009,webstc.chat-reject webevent.login , 0.009,ivr.rewards ivr.redeem.rewards , 0.009,tsys.change.payment.due.date tsys.returned.mail , 0.008,webevent.system.retrieve.default.email.address webevent.update.mailing.address.success , 0.008,tsys.card.request mobile.entry , 0.008,ivr.entry ivr.redeem.rewards , 0.007,tsys.returned.mail tsys.change.payment.due.date , 0.007,agent.update.personal.information agent.update.personal.information , 0.005,webevent.system.retrieve.default.email.address tsys.returned.mail , 0.005,mobile.exit tsys.update.mailing.address , 0.005,tsys.card.request ivr.entry , 0.004,webevent.update.mailing.address.success tsys.change.payment.due.date , 0.004,webstc.chat-reject webstc.online.application , 0.004,webevent.view.payment.activity mobile.entry , 0.003,tsys.returned.mail webevent.system.retrieve.default.email.address , 0.003,webevent.view.account.summary.success tsys.update.mailing.address , 0.003,webstc.already.enrolled webevent.login , 0.003,tsys.update.email.address tsys.update.mailing.address , 0.003,ivr.redeem.rewards ivr.exit , 0.003,tsys.update.email.address agent.entry , 0.002,tsys.update.mailing.address webevent.system.retrieve.default.email.address , 0.002,tsys.returned.mail webevent.view.statement.and.document.delivery.preferences , 0.002,webevent.view.account.summary.success tsys.returned.mail , 0.002,tsys.returned.mail webevent.login , 0.002,agent.1 tsys.verification.-.cvvs , 0.002,web.entry webstc.already.enrolled, 0.002
18,webevent.view.make.a.payment webevent.view.payment.activity ,0.174,webevent.login webevent.view.account.summary.success , 0.125,webevent.view.payment.activity webevent.make.a.payment.success , 0.125,webevent.view.account.summary.success webevent.view.make.a.payment , 0.084,web.entry webevent.login , 0.078,web.exit journey.exit , 0.070,webevent.view.payment.activity webevent.view.make.a.payment , 0.056,journey.entry web.entry , 0.051,webevent.view.transactions.and.details.success webevent.view.make.a.payment , 0.035,webevent.make.a.payment.success web.exit , 0.034,webevent.view.payment.activity web.exit , 0.024,webevent.make.a.payment.success webevent.view.payment.activity , 0.022,webevent.view.make.a.payment webevent.view.transactions.and.details.success , 0.020,webevent.make.a.payment.success webevent.view.transactions.and.details.success , 0.016,webevent.view.account.summary.success webevent.view.payment.activity , 0.015,webevent.view.make.a.payment web.exit , 0.014,webevent.make.a.payment.success webevent.view.make.a.payment , 0.011,webevent.view.payment.activity webevent.login , 0.011,webevent.view.make.a.payment webevent.login , 0.005,webevent.view.payment.activity webevent.schedule.autopay.success , 0.003,webevent.view.make.a.payment web.entry , 0.002,mobileevent.view.make.a.payment mblstc.view.services , 0.002,webevent.delete.bank.profile.success webevent.view.make.a.payment , 0.002,webevent.view.make.a.payment webevent.delete.bank.profile.success , 0.001,webevent.schedule.autopay.success webevent.view.payment.activity , 0.001,webstc.view.credit.line.increase.page webevent.view.make.a.payment , 0.001,webstc.manage.rewards webevent.view.make.a.payment , 0.001,webevent.delete.payment.success webevent.view.make.a.payment , 0.001,webstc.balance.transfer webstc.chat-ignore , 0.001,webstc.error webevent.view.make.a.payment , 0.001,webstc.view/print/download.statement.and.documents webevent.view.make.a.payment , 0.001,webevent.view.make.a.payment webevent.update.bank.profile.failure , 0.001,webstc.chat-reactive webevent.view.payment.activity , 0.001,agent.exit ivr.disp.agent.transfer , 0.001,webevent.update.bank.profile.failure webevent.view.make.a.payment , 0.001,webstc.chat-reactive webevent.view.make.a.payment , 0.001,tsys.change.payment.due.date webevent.view.payment.activity , 0.001,webevent.make.a.payment.success webstc.chat-reactive , 0.000,webevent.view.payment.activity webstc.browse.us.cards , 0.000,webstc.balance.transfer webevent.view.make.a.payment , 0.000,webevent.view.payment.activity webevent.delete.bank.profile.success , 0.000,webstc.rewards.learn.pages webevent.view.make.a.payment , 0.000,webevent.make.a.payment.success ivr.entry , 0.000,webevent.view.payment.activity webstc.chat-reject , 0.000,webevent.make.a.payment.success webevent.view.alerts.page , 0.000,webevent.make.a.payment.success webstc.rewards.learn.pages , 0.000,webevent.transaction.download.success webevent.view.make.a.payment , 0.000,webevent.make.a.payment.success mobile.entry , 0.000,webevent.modify.payment.success webevent.login , 0.000,webstc.request.clip.-approval.turn.down webevent.view.make.a.payment, 0.000
19,agent.exit web.exit ,0.098,web.exit agent.exit , 0.055,webstc.chat-reactive agent.entry , 0.052,webevent.view.transactions.and.details.success ivr.entry , 0.049,webevent.make.a.payment.success webstc.view/redeem.rewards , 0.039,webevent.view.transactions.and.details.success agent.entry , 0.038,webevent.view.payment.activity webevent.modify.payment.success , 0.038,webevent.view.account.summary.success agent.entry , 0.031,web.exit declined , 0.028,declined journey.exit , 0.027,webevent.modify.payment.success webevent.view.payment.activity , 0.024,agent.entry agent.exit , 0.022,declined declined , 0.020,webstc.chat-proactive agent.entry , 0.018,tsys.disputes.-.added tsys.financial.adjustment , 0.016,declined web.entry , 0.015,agent.view.statements web.exit , 0.014,agent.view.statements tsys.disputes.-.added , 0.011,webevent.view.transactions.and.details.success agent.view.statements , 0.010,tsys.disputes.-.added tsys.chargeback , 0.009,agent.view.statements webevent.view.transactions.and.details.success , 0.009,agent.exit tsys.disputes.-.resolved , 0.008,webevent.open.secured.message.success webevent.view.transactions.and.details.success , 0.007,ivr.exit webevent.view.transactions.and.details.success , 0.007,tsys.disputes.-.resolved agent.exit , 0.007,agent.entry web.exit , 0.006,webevent.view.transactions.and.details.success agent.exit , 0.006,tsys.financial.adjustment agent.view.personal.information , 0.006,agent.view.history web.exit , 0.006,web.exit agent.view.statements , 0.005,chordiant tsys.disputes.-.added , 0.005,chordiant journey.exit , 0.005,web.exit agent.view.payment.history , 0.005,agent.view.statements webevent.view.make.a.payment , 0.005,webstc.chat-reject agent.entry , 0.005,agent.view.personal.information tsys.disputes.-.added , 0.005,agent.entry webevent.view.transactions.and.details.success , 0.004,tsys.disputes.-.resolved journey.exit , 0.004,agent.view.payment.history web.exit , 0.004,agent.exit declined , 0.004,tsys.chargeback agent.view.statements , 0.004,webstc.online.application webstc.application.pending.approval , 0.004,webstc.rewards.learn.pages agent.entry , 0.004,agent.view.statements webevent.view.payment.activity , 0.004,webstc.view/print/download.monthly.statement agent.view.statements , 0.004,agent.view.personal.information tsys.disputes.-.resolved , 0.004,agent.view.payment.history webevent.view.payment.activity , 0.004,agent.entry webevent.login , 0.004,agent.view.product.information web.exit , 0.004,webstc.view.rewards.summary agent.entry, 0.003
